Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,1991-1990,1992-1991,1993-1992,1994-1993,1995-1994,1996-1995,1997-1996,1998-1997,1999-1998,2000-1999,2001-2000,2002-2001,2003-2002,2004-2003,2005-2004,2006-2005,2007-2006,2008-2007,2009-2008,2010-2009,2011-2010,2012-2011
Australia,17065100.0,17284000.0,17495000.0,17667000.0,17855000.0,18072000.0,18311000.0,18517000.0,18711000.0,18926000.0,19153000.0,19413000.0,19651400.0,19895400.0,20127400.0,20394800.0,20697900.0,20827600.0,21249200.0,21691700.0,22031750.0,22340024.0,22742475.0,1.2664892386021755,1.2060588739639897,0.9735665364804438,1.0529263511621396,1.2007525453740593,1.3052263666648463,1.112491224280391,1.0368232590454813,1.1360033815914616,1.1851929201691642,1.3393087106578065,1.2131451194316945,1.2264141459834936,1.1526575712710037,1.3111185204071627,1.4643997700249785,0.6227313756745856,1.984074694576737,2.039950764578157,1.5434543329513088,1.3799179445823335,1.7696007140823502
Austria,7677850.0,7754891.0,7840709.0,7905633.0,7936118.0,7948278.0,7959017.0,7968041.0,7976789.0,7992324.0,8011566.0,8042293.0,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,0.9934504559767507,1.0945183656222925,0.8212372114921094,0.3841298730689236,0.1529891128619306,0.1349287229817451,0.11325242929849381,0.10966818854052678,0.19437400185477965,0.240177762999144,0.382067651601353,0.4907722226188533,0.48594932193533075,0.6184925390046899,0.6789518839052198,0.49357566739201764,0.3236217475839574,0.3125519738277829,0.2616103919265741,0.2401055838029587,0.33651336216280886,0.4548996552902607
Azerbaijan,7159000.0,7271000.0,7382000.0,7495000.0,7597000.0,7685000.0,7763000.0,7838250.0,7913000.0,7982750.0,8048600.0,8111200.0,8171950.0,8234100.0,8306500.0,8391850.0,8484550.0,8581300.0,8763400.0,8947243.0,9054332.0,9173082.0,9295784.0,1.5403658368862605,1.5036575453806555,1.5076717811874583,1.3426352507568777,1.1450878334417696,1.0047661986345486,0.9600357222594329,0.9446480475167446,0.8737590429363314,0.8181547101359243,0.7717723641384752,0.7433966189220443,0.7547880156908466,0.8716065731655932,1.0170582171988298,1.0925741494834729,1.1274515516297066,2.077960608896091,2.054744685038732,1.1827377215679744,1.294548549767679,1.3199747326314812
Burundi,5415415.0,5542048.0,5661139.0,5771398.0,5871607.0,5962058.0,6041112.0,6112097.0,6186352.0,6278940.0,6400706.0,6555829.0,6741569.0,6953113.0,7182451.0,7423289.0,7675338.0,7939573.0,8212264.0,8489031.0,8766930.0,9043508.0,9319710.0,2.2849495349011772,2.103657938799948,1.9104383374704013,1.7066707632169522,1.517110366923636,1.3086001385175445,1.1613853641393452,1.200303506816295,1.474580104285118,1.902383893276773,2.3661843528865685,2.755144981828414,3.04243581256338,3.1930325734209672,3.244357049819831,3.283881439488398,3.3280757038193367,3.320533777287238,3.2602896608576413,3.169855354154761,3.0583043659606424,2.963632988580117
Belgium,9967379.0,10004486.0,10045158.0,10084475.0,10115603.0,10136811.0,10156637.0,10181245.0,10203008.0,10226419.0,10251250.0,10286570.0,10332785.0,10376133.0,10421137.0,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11047744.0,11128246.0,0.37090361263937,0.40489159055537005,0.3898765181132384,0.3077226340337793,0.20921767210614856,0.1952024080411656,0.24169932066264982,0.2132998425562344,0.22892666533612596,0.24222411900987686,0.3433603232175545,0.4472656694201999,0.41776642608571035,0.4318530693915645,0.5485456716282311,0.6573879038957114,0.731641209520314,0.7868647287906329,0.8013713341915749,0.9094783887713795,1.3772766639053187,0.7234024122040437
Benin,4978496.0,5149499.0,5331803.0,5521763.0,5714220.0,5905558.0,6094259.0,6281639.0,6470265.0,6664098.0,6865951.0,7076733.0,7295394.0,7520555.0,7750004.0,7982225.0,8216896.0,8454791.0,8696916.0,8944706.0,9199259.0,9460802.0,9729160.0,3.3207696515719296,3.4191810912743774,3.4402056010009847,3.3680362324166726,3.239964792488703,3.096373160379301,2.982979442148777,2.91527472213271,2.9086156896252127,2.9399132035751494,2.9785213035450115,2.9972473042580017,2.993941271621576,2.9606307299970425,2.9092264374908,2.8559567992585038,2.813730108763185,2.7840328686628686,2.7702419732968306,2.767103306907654,2.764490790527061,2.7582854018229734
Burkina Faso,8811034.0,9050084.0,9297113.0,9552476.0,9816588.0,10089878.0,10372745.0,10665546.0,10968724.0,11282701.0,11607942.0,11944587.0,12293100.0,12654621.0,13030569.0,13421930.0,13829177.0,14252021.0,14689726.0,15141099.0,15605217.0,16081904.0,16571216.0,2.641411947115629,2.65705063496593,2.6732650257378294,2.6904663820056416,2.708556040023477,2.7270216321716187,2.745297802850412,2.764022506173006,2.7828176958691007,2.8018834001755004,2.8183896186615742,2.8350294067403663,2.8568299279765075,2.885123435515364,2.9158325218504344,2.9448390168120633,2.9669055357131455,2.979667558128722,2.981111212600882,2.9741207699963415,2.9641204175823956,2.952782704660901
Bangladesh,106188642.0,108727432.0,111221938.0,113695139.0,116182267.0,118706871.0,121269645.0,123854640.0,126447965.0,129029691.0,131581243.0,134107160.0,136600667.0,139019001.0,141307489.0,143431101.0,145368004.0,147139191.0,148805814.0,150454708.0,152149102.0,153911916.0,155727053.0,2.335004104575927,2.242818318810449,2.1752917686304953,2.1407122310670696,2.1267547351997846,2.1132856453896602,2.087120030384005,2.050902914886768,2.0008774569567866,1.9391456881130087,1.8835064436529714,1.8253988466981643,1.7395708375145063,1.6195093524024051,1.480579863916683,1.3324135619279742,1.2037493124452479,1.1199985774749366,1.0959404474069365,1.1136404866852254,1.1453395200408005,1.1655887432737841
Bulgaria,8718289.0,8632367.0,8540164.0,8472313.0,8443591.0,8406067.0,8362826.0,8312068.0,8256786.0,8210624.0,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,-0.9953469309170938,-1.0796396884181614,-0.8008556813233882,-0.34016332624353784,-0.4463918738691947,-0.5170620553387096,-0.6106542920486213,-0.6695341262326527,-0.5622227981697859,-0.49511809543299706,-2.010577412661681,-2.194429845195218,-0.7952591575891278,-0.7576527240354237,-0.7558194493986922,-0.762397477602354,-0.7379921217578325,-0.704391996274705,-0.6463613194432412,-0.6604468414255559,-0.6432891944943122,-0.5809013223307009
Bahrain,495931.0,509765.0,523087.0,536213.0,549588.0,563699.0,578668.0,594930.0,613702.0,636545.0,664614.0,697549.0,735148.0,778711.0,829848.0,889168.0,958414.0,1035891.0,1114590.0,1185029.0,1240862.0,1278269.0,1300217.0,2.7137994958461253,2.5468038777488258,2.447907827672958,2.4336412003173287,2.5032863283418987,2.586802795385264,2.733430823794396,3.058813560979107,3.5885915371262045,4.223353706060962,4.721532107421844,5.11448034953506,5.594244848217118,6.16221283897774,6.671405178773865,7.225061403527078,7.479261814225628,7.060802626974941,5.944073942494234,4.499533388886113,2.9263793458184466,1.688025921826895
"Bahamas, The",256336.0,261116.0,266134.0,271165.0,275895.0,280150.0,283790.0,286970.0,290060.0,293572.0,297890.0,303135.0,309157.0,315746.0,322526.0,329249.0,335830.0,342328.0,348676.0,354856.0,360832.0,366568.0,372039.0,1.8306040227331912,1.8855163188468966,1.8553279368650084,1.7144203410717846,1.5188291986435838,1.282638570774164,1.108129769662334,1.0652968351375576,1.1962993745997574,1.4495283493907147,1.7302521978656376,1.9478776155804332,2.0868039500104514,2.1021561052442284,2.0419196413656535,1.9596224280141739,1.898179523731626,1.8206013605754339,1.7415515025813288,1.6561724015608372,1.5647847057026254,1.4705447547165753
Bosnia and Herzegovina,4463422.0,4371603.0,4239154.0,4087999.0,3948816.0,3843712.0,3780378.0,3752431.0,3750485.0,3759118.0,3766706.0,3771284.0,3775807.0,3779247.0,3781287.0,3781530.0,3779468.0,3774000.0,3763599.0,3746561.0,3722084.0,3688865.0,3648200.0,-2.1003508324063276,-3.124420580144057,-3.6975302586913545,-3.5246767638704863,-2.7344400412934164,-1.6753351119914464,-0.7447705234286786,-0.05188662266346886,0.22965493501401127,0.2014492238045656,0.12139101695868039,0.11978896167097525,0.09102342344916857,0.05394988531682467,0.006425970440535974,-0.0545579430755863,-0.14488606253312136,-0.2763578160159996,-0.45476371531118803,-0.6576154648847259,-0.9005208919274628,-1.114659284030481
Belarus,10189000.0,10194000.0,10216000.0,10239000.0,10227000.0,10194000.0,10160000.0,10117000.0,10069000.0,10026738.0,9979610.0,9928549.0,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9506765.0,9490583.0,9473172.0,9464495.0,0.049048459878359825,0.2153484729835552,0.22463131165152847,-0.11733646230566148,-0.3237198351971748,-0.3346456692913386,-0.42502718197094,-0.47671069619624595,-0.4214930119845557,-0.47224290327978746,-0.5142846150026555,-0.6385960516334217,-0.7022635774377806,-0.6845015480754348,-0.6853433623950542,-0.6141745629637465,-0.45990185288014696,-0.34601229955756646,-0.2232094724125399,-0.17050585828078213,-0.18379271483722665,-0.09167948210654663
Belize,187552.0,191126.0,194317.0,197616.0,201674.0,206963.0,213676.0,221606.0,230284.0,239026.0,247315.0,254984.0,262206.0,269130.0,276089.0,283277.0,290747.0,298407.0,306165.0,313929.0,321608.0,329192.0,336701.0,1.869970595314086,1.6421620342018453,1.6693992389280221,2.012158235568293,2.5555292491894686,3.1416724386454256,3.5784229668871776,3.768390335411926,3.657342715855179,3.351596142571215,3.0076396950396886,2.754322936927454,2.5727343662913835,2.520564021022207,2.537445680376451,2.5692440506694827,2.566963911704484,2.5339277840380188,2.473170685091215,2.3876893609611702,2.303822693139566,2.2301686065678448
Bermuda,59326.0,59021.0,58595.0,58910.0,59320.0,59746.0,60129.0,60497.0,60943.0,61285.0,61833.0,62504.0,62912.0,63325.0,63740.0,64154.0,64523.0,64888.0,65273.0,65636.0,65124.0,64564.0,64798.0,-0.5167652191592823,-0.7270244901442102,0.5347139704634187,0.6911665542818611,0.7130184447494392,0.6369638610321143,0.6082946261798106,0.731831383423855,0.5580484621032878,0.8862581469441885,1.0735312939971842,0.6485249237029501,0.6521910777733912,0.6510825227486664,0.6453221934719581,0.5718890938115091,0.562507705585008,0.5898304046083374,0.553050155402523,-0.7861924943185309,-0.8673564215352209,0.3611222568597796
Bolivia,6856244.0,6992521.0,7131707.0,7273825.0,7418861.0,7566714.0,7717443.0,7870855.0,8026254.0,8182712.0,8339512.0,8496375.0,8653345.0,8810420.0,8967741.0,9125409.0,9283334.0,9441444.0,9599855.0,9758748.0,9918242.0,10078343.0,10239004.0,1.9488965424630116,1.9516505655658596,1.9538275941475083,1.9549631675266594,1.9539921820753365,1.9530950860278462,1.9491148039190151,1.9361335935792712,1.912055562996718,1.8802059401077664,1.8462344235041415,1.813980605187936,1.7828321464810986,1.7542991038657338,1.7277910502422413,1.701166843722309,1.6746379049645372,1.6501395073154752,1.6282109139410097,1.608087400972874,1.5885647075119393,1.569107698365974
Brazil,149352145.0,151976577.0,154564278.0,157132682.0,159705123.0,162296612.0,164913306.0,167545164.0,170170640.0,172759243.0,175287587.0,177750670.0,180151021.0,182482149.0,184738458.0,186917361.0,189012412.0,191026637.0,192979029.0,194895996.0,196796269.0,198686688.0,200560983.0,1.726866107795019,1.6741908502299607,1.6345447473492498,1.610744196352424,1.5967609970810728,1.5867088371874611,1.5708349540903492,1.54284898969646,1.4983875566067397,1.4423976296735717,1.3856954800789216,1.3324104335772817,1.277455363592852,1.2213531629672907,1.1657039176794284,1.1084198004943717,1.0544210124999478,1.011712003173153,0.9835845986286963,0.9656041802296567,0.9514573014574584,0.9345262333501825
Barbados,260374.0,261275.0,262184.0,263089.0,264015.0,264959.0,265942.0,266945.0,267950.0,268922.0,269847.0,270685.0,271478.0,272258.0,273091.0,274009.0,275039.0,276150.0,277319.0,278470.0,279569.0,280601.0,281585.0,0.3448473830255478,0.34670307875385226,0.34399005659681703,0.35073764748215064,0.35628153789831635,0.3696294680795061,0.3757328288598775,0.3750699757417429,0.3614430950238359,0.3427868384677243,0.30958494190664426,0.292104700933409,0.2864929588845874,0.3050265296183323,0.33502549186340597,0.37449234472202125,0.4023175810248054,0.4215362092031199,0.4133299816856394,0.39310510106628416,0.3677820107554855,0.34945043237388357
Brunei Darussalam,258785.0,266274.0,273963.0,281751.0,289525.0,297192.0,304699.0,312038.0,319222.0,326289.0,333241.0,340117.0,346867.0,353389.0,359523.0,365158.0,370250.0,374864.0,379252.0,383772.0,388662.0,394013.0,399748.0,2.8125164304438286,2.806583370747145,2.764142806946559,2.685087643554097,2.579813723115023,2.4637429069343844,2.351957133426057,2.250471458734047,2.165871359439025,2.086177871270342,2.021657253239326,1.9459908264550967,1.8455582941178132,1.7061495370254476,1.5431676151145532,1.375286968264686,1.2308463869563362,1.1570143334774767,1.1777826417768884,1.258162619448261,1.3580770177633732,1.4346538319141058
Bhutan,537280.0,537284.0,531525.0,523117.0,516503.0,514877.0,519282.0,528754.0,542155.0,557543.0,573416.0,589600.0,606399.0,623434.0,640282.0,656639.0,672228.0,686958.0,700950.0,714458.0,727641.0,740510.0,752967.0,0.0007444852256906962,-1.0834861953812145,-1.6072886180338242,-1.280534672596287,-0.31580358027257,0.8482866727519921,1.7913812472340633,2.4718023443480184,2.759966495857719,2.768147383400533,2.744911804613297,2.7702882095781822,2.7324464177443,2.6313405655632987,2.4910186571312396,2.319004861445819,2.144235892150612,1.9961480847421356,1.8906639718499898,1.8117450775863373,1.737856342250611,1.6543885721419398
Botswana,1377912.0,1416731.0,1455833.0,1494693.0,1532622.0,1569094.0,1604060.0,1637635.0,1669625.0,1699862.0,1728340.0,1754935.0,1779953.0,1804339.0,1829330.0,1855852.0,1884238.0,1914414.0,1946351.0,1979882.0,2014866.0,2051339.0,2089315.0,2.740040275818063,2.6858849881820235,2.5998649889977408,2.4747785168162793,2.3243986657268465,2.1798436467463813,2.0502126542239267,1.9159991015946694,1.7787914548357455,1.6477082055614058,1.5154407428195344,1.4055427306226624,1.3515198640610218,1.3661285825958138,1.4291010274526201,1.506497586822896,1.5762525765064401,1.640865393754775,1.6935857793545273,1.736294125763202,1.7780093880143653,1.8176292229749942
Central African Republic,2939780.0,3014624.0,3095807.0,3181222.0,3267670.0,3352767.0,3435821.0,3517309.0,3597385.0,3676508.0,3754986.0,3832203.0,3907612.0,3981665.0,4055036.0,4127910.0,4201758.0,4275800.0,4345386.0,4404230.0,4448525.0,4476153.0,4490416.0,2.482697676393474,2.6223533960611887,2.6849745160821845,2.645554783683787,2.538112550022116,2.4172970594218963,2.3167711452135706,2.2259502388540566,2.152123699989229,2.0899678454193973,2.0149506693669412,1.9297975336343527,1.8598500878401374,1.8093797441009154,1.7653970168923254,1.7575500540488054,1.7316525562467842,1.6013767246454054,1.3360791784261947,0.9957233015437701,0.6172264442256553,0.3176320412184528
Canada,27791000.0,28171682.0,28519597.0,28833410.0,29111906.0,29354000.0,29671900.0,29987200.0,30247900.0,30499200.0,30769700.0,31081900.0,31362000.0,31676000.0,31995000.0,32312000.0,32570505.0,32887928.0,33245773.0,33628571.0,34005274.0,34342780.0,34750545.0,1.3512931176775318,1.219915554907736,1.0883658922062982,0.9566395274840471,0.824739388158343,1.0713840367485734,1.0514486180770464,0.861878014672093,0.8239560381911657,0.8791115935481983,1.0044431003252696,0.8931190612843568,0.991286778633666,0.997030786060322,0.9810596682347116,0.7936782067087998,0.9651656984897317,1.0763623995146692,1.138311824192589,1.1077781640577282,0.9827567832307111,1.1734060573726253
Central Europe and the Baltics,110745760.0,110290445.0,110005636.0,110081461.0,110019570.0,109913216.0,109563097.0,109459093.0,109207205.0,109102354.0,108405522.0,107800399.0,107097577.0,106760768.0,106466116.0,106173766.0,105901322.0,105504531.0,105126686.0,104924372.0,104543801.0,104174038.0,103935318.0,-0.4128326801111375,-0.2589040074274013,0.06888080818622129,-0.05625453726096184,-0.09676179432325954,-0.31955923991451246,-0.09501631810524869,-0.2306514483179017,-0.09610333430569244,-0.6428012034294711,-0.5613365123073432,-0.6562445385669182,-0.3154801209373091,-0.276756597376014,-0.2753505041914026,-0.2572621331393767,-0.37608906104705586,-0.35941873027368143,-0.19281888101269742,-0.36403019247406165,-0.3549473622209019,-0.22968131006247558
Switzerland,6715519.0,6799978.0,6875364.0,6938265.0,6993795.0,7040687.0,7071850.0,7088906.0,7110001.0,7143991.0,7184250.0,7229854.0,7284753.0,7339001.0,7389625.0,7437115.0,7483934.0,7551117.0,7647675.0,7743831.0,7824909.0,7912398.0,7996861.0,1.242048136038087,1.0964655834949246,0.9065811121368238,0.793989529289892,0.666014552273095,0.44066262717676424,0.24060130011598402,0.2966947543326646,0.47578447397260154,0.5603786059783554,0.6307734568360578,0.7536151191399352,0.7391741737056583,0.6850685927905679,0.6385540629666208,0.6255934378897515,0.8897094297439703,1.26257980366582,1.2417109825873007,1.0361526249059254,1.1057204149740698,1.0562019272311973
Channel Islands,140671.0,141568.0,142258.0,142819.0,143384.0,144046.0,144829.0,145715.0,146671.0,147687.0,148725.0,149793.0,150901.0,152038.0,153170.0,154294.0,155411.0,156513.0,157581.0,158603.0,159581.0,160497.0,161358.0,0.6336177667269439,0.48503423357561615,0.392804878902667,0.39404675556547447,0.4595754134096052,0.5406375794902955,0.6080362351164945,0.6517989241226964,0.687941389560354,0.6979324256177509,0.712983917806573,0.7342562342197865,0.7478393559504861,0.739048116471894,0.7284793964768559,0.7187393427749644,0.7040948675189921,0.6777466826584424,0.6443762097816561,0.6128549138055283,0.5707271787011595,0.5335961030751497
Chile,13242132.0,13457244.0,13671033.0,13882668.0,14091389.0,14296613.0,14497826.0,14694835.0,14887756.0,15076952.0,15262754.0,15444969.0,15623635.0,15799542.0,15973778.0,16147064.0,16319792.0,16491687.0,16661942.0,16829442.0,16993354.0,17153357.0,17309746.0,1.5984848011970354,1.5638101378293796,1.5244548094069525,1.4811953598044876,1.4354728633977851,1.3878839489451729,1.340668336868022,1.2958366593326758,1.2548690212716735,1.217355662025346,1.1797692828001143,1.1435623016026681,1.113367716608494,1.0907626235947439,1.0731734264507777,1.0583958422999509,1.0423130150359996,1.0218196654387586,0.9952795820562559,0.9645653235965073,0.9327795136543826,0.9034736847091807
China,1135185000.0,1150780000.0,1164970000.0,1178440000.0,1191835000.0,1204855000.0,1217550000.0,1230075000.0,1241935000.0,1252735000.0,1262645000.0,1271850000.0,1280400000.0,1288400000.0,1296075000.0,1303720000.0,1311020000.0,1317885000.0,1324655000.0,1331260000.0,1337705000.0,1344130000.0,1350695000.0,1.3551677992318254,1.2180571173506616,1.1430365568039103,1.1238971837544627,1.0806279593810042,1.042667652252474,1.0182305956953843,0.9549614110239264,0.8621136952348263,0.7848603526723664,0.7237488697566536,0.6677600749765698,0.6209251785159888,0.5921725208803503,0.5863989200134998,0.556818355173834,0.520910398099986,0.5110764689673916,0.4961465078196596,0.4817953136154832,0.4780043596973507,0.48604607257745086
Cote d'Ivoire,12267754.0,12710008.0,13163019.0,13622731.0,14083611.0,14540820.0,14995249.0,15445986.0,15884552.0,16300233.0,16686561.0,17040152.0,17366517.0,17679355.0,17997738.0,18336303.0,18699435.0,19085941.0,19497986.0,19936366.0,20401331.0,20895311.0,21418603.0,3.4795729475544,3.441543311606555,3.374595005949982,3.2724561903903764,3.1443137319628467,3.030486522764644,2.918149738061397,2.7609592011156496,2.550153730931331,2.315204433076414,2.0750460441902163,1.879277232158872,1.7695102564544918,1.7690167508828052,1.8464190954959678,1.9419410265604282,2.025082231994744,2.113269544864788,2.198896228129038,2.2790914965302997,2.3640710588131473,2.4431658778119187
Cameroon,11715218.0,12060729.0,12408931.0,12758881.0,13109660.0,13460994.0,13812472.0,14165423.0,14523570.0,14891891.0,15274234.0,15671927.0,16084886.0,16513822.0,16959081.0,17420795.0,17899562.0,18395389.0,18907008.0,19432541.0,19970495.0,20520447.0,21082383.0,2.8647604966499123,2.8060596033614824,2.7427953909124163,2.675729195112612,2.6100152782179387,2.5446422624422333,2.491637559993796,2.4659708322402825,2.473299059199399,2.503189357973696,2.5376139130816524,2.5673728741378707,2.5974362567308766,2.625490143009518,2.650361249300046,2.6747414266337914,2.695387414748337,2.705975477452593,2.704396712709882,2.6937439457559766,2.680019592165804,2.6654292353952584
